Country,Year,Avg Temperature (°C),CO2 Emissions (Tons/Capita),Sea Level Rise (mm),Rainfall (mm),Population,Renewable Energy (%),Extreme Weather Events,Forest Area (%),Temp_Deviation,CO2_per_million,Renewable_Ratio,Forest_Category,Latitude,Longitude
UK,2018,24.9,15.875,3.125,1113.25,449763737.5,27.875,9.5,41.875,5.038458333333331,7139.9993328125,0.27875,Medium,54.7023545,-3.2765753
UK,2019,20.025,17.15,3.45,1531.75,862072044.75,16.6,6.5,46.45,0.16345833333333104,14784.535567462499,0.166,Medium,54.7023545,-3.2765753
UK,2020,7.8,12.1,4.9,1541.0,31063151.0,47.0,11.0,16.1,-12.061541666666667,375.86412709999996,0.47,Low,54.7023545,-3.2765753
UK,2021,15.775,15.75,3.0,2268.75,631498987.75,29.05,10.75,59.025,-4.086541666666667,9946.1090570625,0.2905,High,54.7023545,-3.2765753
UK,2022,19.400000000000002,16.466666666666665,1.9666666666666668,1554.3333333333333,853986708.6666666,31.433333333333337,9.333333333333334,30.400000000000002,-0.4615416666666654,14062.314469377776,0.31433333333333335,Medium,54.7023545,-3.2765753
UK,2023,30.3,14.3,2.75,1503.0,923350357.5,24.700000000000003,6.0,53.349999999999994,10.438458333333333,13203.91011225,0.24700000000000003,High,54.7023545,-3.2765753
USA,2000,15.440000000000001,13.040000000000001,2.68,1762.6,692542847.8,32.019999999999996,9.0,38.78,-4.421541666666666,9030.758735312,0.3202,Medium,39.7837304,-100.445882
USA,2001,24.5,19.4,3.6,2041.0,214534006.0,47.7,10.0,60.9,4.6384583333333325,4161.9597164,0.47700000000000004,High,39.7837304,-100.445882
USA,2002,12.066666666666668,1.9666666666666668,3.1999999999999997,1936.3333333333333,726304333.3333334,23.8,9.333333333333334,37.63333333333333,-7.794874999999999,1428.3985222222223,0.23800000000000002,Medium,39.7837304,-100.445882
USA,2003,15.949999999999998,8.133333333333333,2.15,2140.8333333333335,858290009.6666666,23.46666666666667,6.333333333333333,34.93333333333333,-3.91154166666667,6980.758745288888,0.2346666666666667,Medium,39.7837304,-100.445882
USA,2004,22.0,13.299999999999999,2.266666666666667,1784.0,1161504021.6666667,35.233333333333334,7.666666666666667,39.0,2.1384583333333325,15448.003488166665,0.35233333333333333,Medium,39.7837304,-100.445882
USA,2005,27.1,12.0,2.5,622.0,1152039496.0,17.9,13.0,17.7,7.238458333333334,13824.473952,0.179,Low,39.7837304,-100.445882
USA,2006,24.54,13.4,2.7,2067.6,814080298.0,30.68,9.4,58.3,4.678458333333332,10908.6759932,0.3068,High,39.7837304,-100.445882
USA,2007,20.166666666666668,8.666666666666666,3.766666666666667,1760.6666666666667,483789758.6666667,7.433333333333334,7.666666666666667,24.400000000000002,0.3051250000000003,4192.844575111111,0.07433333333333333,Low,39.7837304,-100.445882
USA,2008,19.5,17.7,2.5,1419.0,1140062010.0,20.1,0.0,35.9,-0.36154166666666754,20179.097577,0.201,Medium,39.7837304,-100.445882
USA,2009,10.625,10.5,3.4,1617.0,778748288.25,26.8,2.5,30.025,-9.236541666666668,8176.857026625,0.268,Medium,39.7837304,-100.445882
USA,2011,30.8,12.8,2.45,922.0,562758301.5,36.650000000000006,7.5,27.450000000000003,10.938458333333333,7203.306259200001,0.36650000000000005,Medium,39.7837304,-100.445882
USA,2012,19.099999999999998,13.033333333333333,2.2666666666666666,1478.0,610799441.0,26.866666666666664,8.0,41.56666666666666,-0.7615416666666697,7960.752714366667,0.2686666666666666,Medium,39.7837304,-100.445882
USA,2013,20.3,14.8,3.2,886.0,202353097.0,17.6,12.0,29.0,0.4384583333333332,2994.8258356000006,0.17600000000000002,Medium,39.7837304,-100.445882
USA,2014,5.5,10.7,3.2,1015.0,560097732.0,42.2,2.0,50.4,-14.361541666666668,5993.0457324,0.42200000000000004,High,39.7837304,-100.445882
USA,2015,19.942857142857143,8.785714285714286,2.685714285714286,1484.142857142857,512316859.71428573,23.942857142857143,6.857142857142857,41.357142857142854,0.08131547619047552,4501.069553204083,0.23942857142857144,Medium,39.7837304,-100.445882
USA,2016,26.133333333333336,9.200000000000001,3.9666666666666663,1878.6666666666667,860716648.6666666,25.76666666666667,9.666666666666666,37.13333333333333,6.271791666666669,7918.593167733334,0.2576666666666667,Medium,39.7837304,-100.445882
USA,2018,18.9,14.1,2.7,1472.0,922097331.0,9.0,6.0,48.0,-0.961541666666669,13001.5723671,0.09,Medium,39.7837304,-100.445882
USA,2019,30.8,8.4,3.5,1891.0,704274155.3333334,26.333333333333332,7.333333333333333,28.066666666666666,10.938458333333333,5915.9029048,0.2633333333333333,Medium,39.7837304,-100.445882
USA,2020,14.25,10.6,3.325,2349.5,777056032.0,21.425,6.25,53.5,-5.6115416666666675,8236.793939199999,0.21425,High,39.7837304,-100.445882
USA,2021,26.45,16.05,2.6,1387.0,1094679998.0,23.7,6.5,13.55,6.588458333333332,17569.6139679,0.237,Low,39.7837304,-100.445882
USA,2022,17.285714285714285,11.242857142857144,3.528571428571429,1912.5714285714287,727402663.2857143,23.2,7.714285714285714,39.74285714285714,-2.575827380952383,8178.084228655102,0.23199999999999998,Medium,39.7837304,-100.445882
USA,2023,16.257142857142856,11.242857142857144,2.6714285714285713,1532.0,762887666.8571428,26.928571428571427,5.142857142857143,38.41428571428571,-3.6043988095238113,8577.037054522449,0.2692857142857143,Medium,39.7837304,-100.445882
